age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,4,315712,11,0,3,1,2,0,0,0,40,39,0
34,4,300261,9,0,13,1,4,1,7158,0,40,39,1
47,4,108520,11,2,4,0,4,1,0,0,40,39,1
39,5,62558,15,4,10,1,4,0,0,0,60,39,0
48,4,199011,11,2,6,0,4,1,0,0,45,39,0
24,4,127120,11,4,14,1,4,1,3463,0,50,39,0
40,1,183105,11,0,1,4,2,0,0,0,40,39,0
29,4,44455,11,2,3,0,4,1,0,0,60,39,0
43,5,405833,6,2,3,0,4,1,0,0,40,39,0
72,4,90572,11,6,10,1,4,0,0,0,40,39,1
57,4,239148,9,2,3,0,4,1,0,1989,40,39,1
55,2,36518,14,4,10,1,4,0,0,0,30,39,0
23,2,174667,11,2,8,5,4,0,0,0,31,33,0
38,4,98699,15,0,8,3,4,1,0,0,40,39,0
38,4,163782,9,4,8,1,4,0,0,0,40,39,0
58,2,48702,5,2,4,0,2,1,0,0,42,39,1
29,4,122209,15,4,12,3,4,1,0,0,45,39,1
37,4,250140,11,2,3,0,4,1,0,0,50,39,0
33,4,90417,11,4,8,1,4,1,0,0,40,39,0
43,4,131560,0,2,1,2,4,0,0,0,13,39,0
46,4,118279,11,2,4,0,4,1,0,0,40,39,1
19,4,192815,0,4,8,3,4,1,0,0,40,39,0
31,4,117950,1,3,14,2,4,1,0,0,46,39,0
43,0,183049,1,4,0,1,4,0,0,0,19,39,0
59,4,122811,8,2,3,0,4,1,0,0,40,39,1
31,4,97752,7,2,8,5,4,0,0,0,24,39,1
30,4,228632,12,2,4,0,4,1,0,0,40,26,0
19,4,256234,0,4,3,3,4,1,0,0,40,39,0
33,4,134974,15,2,14,0,4,1,0,0,40,39,0
39,4,311592,11,4,11,1,4,0,0,0,40,39,0
23,4,309263,15,4,8,3,2,0,0,0,40,39,0
34,4,40132,5,4,3,1,4,1,0,0,40,39,0
28,4,212357,11,2,3,0,4,1,0,0,40,39,0
54,4,165397,14,2,11,0,4,1,14975,0,53,39,1
25,7,355239,9,4,4,3,4,0,0,0,40,39,0
61,5,148074,11,2,14,0,4,1,0,0,60,39,0
39,4,272057,11,4,8,1,2,1,0,0,48,14,0
76,0,56544,8,2,0,0,4,1,0,0,40,39,0
37,2,140180,9,4,10,3,4,0,0,0,40,39,0
71,4,169134,11,2,1,0,4,1,0,0,30,39,0
39,2,184346,11,2,3,0,4,1,0,0,40,4,0
40,4,362859,4,2,5,0,4,1,0,0,16,26,0
41,6,199354,9,2,4,0,1,1,0,0,48,9,0
39,4,89971,15,4,1,2,4,0,0,0,40,39,0
71,0,108129,0,6,0,1,4,0,0,0,11,39,0
56,4,172389,12,0,10,1,4,0,0,2336,11,39,1
18,7,41794,15,4,8,3,4,1,0,0,31,39,0
58,4,121777,11,5,8,1,4,1,0,0,31,39,0
20,4,124103,15,4,8,3,4,1,0,0,40,39,0
37,4,199502,7,4,8,1,4,0,0,0,51,39,0
27,4,201364,9,2,6,0,4,1,0,746,40,5,1
50,7,363673,11,0,8,1,4,1,0,0,46,39,0
35,4,31281,11,4,8,1,4,0,0,0,11,39,0
28,2,159522,15,2,10,0,4,1,0,0,31,39,0
42,5,133798,8,2,1,0,4,1,0,0,21,39,0
17,0,141105,15,4,0,3,4,0,0,0,40,39,0
71,6,165730,8,2,8,0,4,1,0,0,20,39,1
58,6,24931,12,4,10,1,4,0,0,0,60,39,0
48,4,167329,9,2,4,0,2,1,9825,0,40,39,1
65,4,235204,11,2,14,0,2,1,0,0,40,39,0
20,0,393886,11,4,0,3,2,0,0,0,40,39,0
43,4,335206,11,2,4,0,4,1,0,0,40,39,0
41,7,124194,10,2,10,0,4,1,0,0,74,39,1
45,4,274664,11,4,12,1,4,1,0,0,45,39,0
54,6,114293,11,2,5,0,4,1,0,0,40,39,1
33,2,307214,15,4,10,1,4,1,0,0,40,39,0
45,2,165205,12,0,10,4,4,0,0,0,50,0,1
35,7,218400,11,0,3,4,4,1,0,0,40,39,0
28,4,267174,15,2,3,0,4,1,0,0,50,39,0
56,7,26084,9,2,10,0,4,1,0,1890,40,39,1
42,5,158131,15,2,12,0,4,1,14987,0,55,39,0
43,4,203678,5,4,7,2,4,1,0,0,40,39,0
26,4,223389,9,4,1,2,4,1,14950,0,40,39,1
33,4,135857,15,2,12,0,4,1,3468,0,45,39,0
40,4,420025,11,5,8,4,2,0,0,0,37,39,0
43,4,285338,11,0,1,4,2,0,0,0,55,39,0
51,4,295115,15,2,3,0,4,1,0,0,40,39,0
35,4,152909,11,0,11,1,4,1,0,0,40,39,0
36,4,31818,9,4,1,1,4,0,0,0,11,39,0
39,6,165050,11,2,3,0,4,1,0,0,50,39,0
35,4,212207,2,2,1,0,4,1,0,0,40,32,0
67,4,200655,11,3,6,2,4,1,0,0,26,39,0
18,4,135452,15,4,8,3,4,0,0,0,33,39,0
40,4,46367,11,4,4,4,4,0,0,0,40,4,0
22,4,248187,9,4,10,1,4,0,0,0,40,39,0
48,4,156890,9,0,3,1,4,1,0,0,40,39,0
47,4,85221,9,0,3,4,4,1,0,0,40,39,1
21,5,127657,15,4,8,3,4,1,0,0,68,39,0
28,4,50559,11,4,3,1,4,1,3441,0,50,39,0
71,4,194209,11,4,3,2,4,1,0,0,40,39,0
43,4,186117,7,2,1,0,4,1,3426,0,40,39,0
47,7,16922,9,4,11,1,0,1,0,0,36,39,0
32,2,114586,9,2,11,0,4,1,0,0,40,39,1
61,4,154072,11,6,12,4,4,0,0,0,45,11,0
48,4,158676,10,2,10,0,4,1,0,2381,82,21,1
37,2,131675,9,2,11,0,4,1,0,1621,49,39,1
42,4,95642,10,4,10,1,4,1,0,0,11,19,0
48,4,488220,11,2,14,0,2,1,0,0,40,39,0
55,4,259335,8,2,3,0,4,1,0,0,40,39,1
74,0,268273,11,2,0,0,4,1,3547,0,40,39,0
53,7,364927,14,2,10,0,4,1,0,0,40,39,1
41,6,301749,14,2,10,0,4,1,3278,0,52,39,1
30,4,48986,11,4,7,1,4,0,0,0,56,39,0
58,4,272431,1,2,14,0,4,1,3537,0,40,39,0
38,4,254303,11,2,7,0,4,1,0,0,40,39,0
17,4,334471,11,4,8,3,4,1,0,0,21,39,0
40,4,212370,5,4,8,1,4,1,0,0,56,39,0
45,2,153267,9,2,10,0,4,1,0,0,60,39,1
29,4,211137,7,4,1,4,2,0,0,0,35,39,0
56,4,119764,9,0,10,4,4,0,0,0,40,39,0
36,4,385634,15,2,1,5,4,0,0,0,40,39,1
43,4,173573,11,2,3,0,4,1,0,0,40,39,0
66,6,118545,14,2,10,0,4,1,0,0,38,39,1
26,4,382258,7,4,1,1,4,0,0,0,44,26,0
33,4,306043,9,3,3,1,4,1,3550,0,36,39,0
48,4,132365,11,2,3,0,4,1,0,0,40,39,0
31,4,23204,9,4,4,1,4,1,0,0,40,39,0
19,2,348274,9,4,1,3,2,0,0,0,40,39,0
35,6,158723,8,2,3,0,4,1,0,0,45,39,0
63,5,192496,6,6,10,2,4,0,0,0,20,0,0
33,4,356229,11,2,4,0,2,1,0,0,40,39,1
49,7,52008,15,2,4,0,4,1,0,0,40,39,1
50,4,326842,5,2,4,0,4,1,0,0,45,39,1
19,4,269745,11,4,5,3,4,1,0,0,45,39,0
59,4,187710,11,2,8,0,4,1,0,0,40,39,0
44,4,257387,5,0,8,4,4,0,0,0,40,32,0
38,4,159981,7,2,1,2,4,0,0,0,48,11,0
18,4,119797,15,4,8,3,4,1,0,0,40,39,0
67,0,115374,9,4,0,1,0,1,0,0,40,39,0
73,4,357056,11,0,6,1,4,1,0,0,40,39,0
29,4,108670,15,5,4,3,4,0,0,0,46,39,0
49,7,195928,11,2,10,0,4,1,0,0,40,39,1
25,4,407347,8,4,3,3,4,1,0,0,96,39,0
53,7,109637,11,0,1,4,4,1,0,0,31,39,0
40,6,181659,15,2,10,5,4,0,7495,0,38,39,1
33,2,260595,15,4,10,4,2,0,0,0,40,39,0
27,4,374504,11,4,1,3,4,0,0,0,40,39,0
29,4,220895,8,4,8,1,4,1,0,0,40,39,0
43,7,195432,8,2,3,0,4,1,0,0,40,39,0
55,4,333542,12,2,4,0,4,1,0,0,82,9,1
63,4,53715,11,6,12,1,4,0,3419,0,40,39,0
46,1,198113,15,2,4,0,4,1,0,0,40,39,1
47,4,225160,9,2,7,0,4,1,0,0,40,39,0
42,4,37639,9,2,10,5,0,0,0,0,20,39,1
57,4,167720,7,0,1,1,4,0,0,0,39,39,0
23,4,197777,11,4,11,1,2,1,0,0,40,39,0
28,6,165393,7,0,10,4,4,0,0,0,50,39,0
30,7,167966,7,0,1,1,4,1,0,0,42,39,0
28,4,261796,15,4,1,3,2,0,0,0,11,39,0
42,4,86201,11,2,3,0,4,1,0,0,40,39,0
60,4,301280,8,2,8,0,4,1,0,0,40,39,1
37,7,189558,9,2,12,0,4,1,7598,0,40,39,1
57,4,144716,5,5,8,4,2,0,0,0,40,23,0
54,6,131079,11,0,12,1,4,0,0,0,41,39,0
24,4,206991,9,2,3,0,4,1,0,0,40,0,0
29,0,315047,1,0,0,2,4,0,0,0,34,39,0
50,4,123592,9,2,12,0,4,1,0,0,40,39,1
20,4,175604,9,4,13,1,4,0,0,0,33,39,0
33,4,84727,15,4,1,3,4,0,0,0,40,39,0
26,0,42673,15,4,0,3,4,1,0,0,40,39,0
47,6,302584,14,2,10,0,4,1,7591,0,45,0,1
45,4,276739,11,0,8,4,4,0,0,0,40,39,0
62,4,218264,9,2,4,0,4,1,0,0,40,39,1
33,4,214153,15,4,13,4,4,0,0,0,18,39,0
34,4,111298,11,2,3,0,4,1,0,0,40,39,0
62,4,194051,11,2,1,0,4,1,0,0,40,39,0
20,4,210838,15,4,8,3,4,1,0,0,18,39,0
48,0,108490,0,0,4,4,4,0,0,0,29,39,0
51,7,217205,12,2,4,0,4,1,7592,0,50,39,1
39,4,298057,11,3,3,1,4,1,0,0,40,39,0
31,4,264565,15,2,3,0,4,1,0,0,40,39,0
40,5,147238,15,2,12,0,4,1,0,0,51,39,1
45,2,200900,11,2,14,0,4,1,0,0,60,39,0
24,4,235059,9,4,1,1,4,0,0,0,40,39,0
21,6,282378,11,4,3,2,4,1,0,0,41,39,0
32,4,369538,9,4,1,1,4,1,0,0,35,39,0
17,4,245548,1,4,12,3,4,1,0,0,7,39,0
53,4,358613,5,2,5,0,4,1,0,0,34,39,0
19,4,144366,15,4,12,3,4,0,0,0,35,39,0
25,4,125394,4,4,3,2,4,1,0,0,17,26,0
23,6,121594,15,4,8,3,4,0,0,0,36,39,0
50,4,233644,4,2,3,0,4,1,0,0,40,26,0
35,4,169960,11,4,7,3,4,1,0,0,24,39,0
43,4,265778,9,2,1,0,4,1,0,0,40,39,1
22,0,165611,15,4,0,3,4,0,0,0,21,39,0
26,4,33013,11,4,11,3,4,1,0,0,40,39,0
17,0,116026,7,4,0,3,4,0,0,0,25,39,0
27,4,247577,11,4,3,1,2,1,0,0,40,39,0
49,2,187788,11,2,3,0,4,1,0,0,40,39,0
41,4,154940,11,4,1,2,2,0,0,0,40,39,0
24,4,130736,11,4,7,3,4,1,0,0,40,39,0
60,4,28392,11,2,12,0,4,1,0,0,40,39,0
48,4,334025,11,2,6,0,4,1,0,0,35,35,1
62,4,162922,11,3,8,2,4,1,0,0,40,39,0
67,6,128143,11,2,3,0,1,1,0,1853,40,39,0
29,4,118124,11,4,4,2,1,1,0,0,40,0,0
45,6,211269,11,2,14,0,4,1,3556,0,40,39,0
27,4,266916,11,4,1,3,4,1,0,0,14,39,0
29,4,36570,15,2,7,0,4,1,0,0,40,39,0
49,1,92453,9,2,4,0,4,1,0,0,40,39,1
47,4,47880,11,2,3,0,4,1,14966,0,40,39,1
71,4,335626,11,3,12,1,4,1,0,0,68,39,1
30,2,229310,9,2,4,0,4,1,0,0,40,39,0
23,4,224924,11,4,6,1,4,1,0,0,40,39,0
37,4,194508,7,2,8,0,4,1,0,0,40,39,0
36,4,98044,12,4,10,3,4,1,0,0,35,39,0
56,5,141932,12,2,4,0,4,1,14972,0,50,39,1
27,4,29432,15,4,12,1,4,0,0,0,40,39,0
42,4,151514,11,4,3,2,1,1,0,0,40,40,0
34,5,224965,11,2,1,5,4,0,0,0,40,39,1
27,4,139860,7,4,12,1,2,0,0,0,40,39,0
64,0,309761,5,2,0,0,4,1,3509,0,40,39,0
59,4,139961,9,4,10,3,4,1,0,0,40,39,1
34,2,282045,8,2,10,5,2,1,0,1891,40,39,1
42,6,217124,9,2,13,0,4,1,0,0,40,39,0
22,4,107846,15,4,4,3,4,0,0,0,40,39,0
24,6,240875,1,4,12,3,4,1,0,0,68,39,0
53,4,58841,15,0,1,1,4,0,0,0,71,39,0
35,1,170171,11,0,3,1,4,1,0,0,40,39,0
35,2,117855,9,4,11,1,4,0,0,0,36,39,0
44,4,125192,11,4,7,2,4,1,0,0,40,39,1
38,6,188507,9,4,3,1,4,1,0,0,50,39,0
17,4,190594,1,4,8,3,2,1,0,0,40,39,0
34,2,31660,8,2,10,5,4,0,0,0,21,39,0
28,4,192450,15,4,1,4,4,0,0,0,40,39,0
35,2,49678,12,2,10,5,4,0,0,0,40,39,1
55,4,189857,11,2,4,0,4,1,0,0,40,35,0
53,4,86290,11,2,7,0,4,1,0,0,60,39,1
34,4,169535,15,4,1,3,4,0,0,0,37,39,0
54,4,238820,11,4,12,1,4,0,0,0,41,39,0
53,6,131146,9,2,0,4,4,1,0,1813,45,39,0
63,4,243743,15,2,3,0,4,1,7606,0,40,39,1
37,4,196819,10,4,10,1,4,1,0,0,40,39,0
29,7,216505,9,2,1,0,4,1,0,0,50,39,0
42,4,170039,11,5,3,4,4,1,0,0,40,39,0
29,4,174895,11,4,4,1,2,0,0,0,40,39,0
45,6,163404,5,2,10,5,4,0,0,0,24,39,0
60,4,202316,12,2,4,0,4,1,7606,0,40,39,1
55,4,48195,9,2,1,0,4,1,0,0,45,39,0
76,4,183810,5,2,7,0,4,1,0,0,40,5,0
40,4,139490,11,4,3,0,4,1,0,0,50,39,0
44,2,35000,12,2,10,5,4,0,7525,0,24,39,1
49,4,620269,4,3,7,4,2,0,0,0,40,26,0
42,4,241499,9,2,3,0,4,1,0,0,40,39,1
46,6,207177,12,2,10,0,4,1,0,0,57,39,1
58,4,192028,11,0,8,4,4,0,0,0,40,39,0
34,4,14381,9,2,3,0,4,1,0,0,45,39,0
59,2,133184,11,2,8,5,4,0,0,0,24,39,0
45,4,138651,8,2,3,0,1,1,3549,0,40,39,1
28,4,127010,11,4,12,3,4,1,0,0,45,39,1
64,4,215231,11,6,9,1,2,0,0,0,9,39,0
41,4,113516,2,2,12,0,4,1,0,0,45,39,0
46,4,157735,11,2,3,0,4,1,0,1689,56,39,1
29,7,93724,9,4,4,1,2,1,0,0,76,39,0
58,6,188819,11,2,5,5,4,0,0,0,33,39,0
31,2,27599,11,2,11,0,4,1,0,0,40,39,0
28,4,291193,9,4,12,4,4,0,0,0,40,39,0
40,4,205035,11,2,5,0,4,1,0,1890,60,26,0
37,4,146173,11,2,14,0,4,1,0,0,68,11,0
31,6,33365,15,4,12,3,4,0,0,0,27,39,0
35,7,155039,11,3,8,4,4,0,0,0,48,39,0
44,4,218981,11,2,4,0,2,1,0,0,50,39,0
58,4,77429,11,2,3,0,4,1,0,0,45,39,0
65,4,208751,3,0,8,1,4,1,0,0,40,26,0
30,4,25821,11,4,8,3,4,0,0,0,40,39,0
74,4,372796,15,2,3,0,4,1,0,0,71,26,0
52,4,24651,11,3,8,1,4,0,0,0,40,39,0
30,1,370337,7,2,1,0,4,1,0,0,40,39,0
53,4,126761,11,2,7,0,4,1,0,0,45,39,0
71,4,162354,1,6,8,4,4,0,0,0,22,39,0
61,4,172222,11,2,7,5,4,0,0,0,40,33,1
31,2,231876,15,0,4,1,2,0,0,0,40,39,0
27,4,114365,11,2,1,3,4,0,0,0,40,39,0
72,4,200747,9,6,8,4,4,0,0,2299,40,26,0
18,0,129613,15,4,0,3,4,0,0,0,32,39,0
32,4,270385,11,4,8,3,4,0,0,0,50,39,0
33,6,41186,2,4,12,3,4,0,0,0,45,39,0
46,4,205247,7,2,13,0,4,1,0,0,50,39,1
28,4,171366,9,4,3,1,4,0,0,0,45,39,0
60,6,392428,9,2,12,0,4,1,0,0,60,39,0
25,6,191610,9,4,10,3,4,1,0,0,52,39,0
53,4,175638,5,2,4,0,4,1,0,0,52,39,1
31,7,167217,9,2,1,2,4,0,0,0,40,39,0
30,4,331769,11,5,7,3,4,1,0,0,40,39,0
55,1,223442,15,2,4,0,4,1,3577,0,40,39,0
29,4,295758,15,2,3,0,4,1,0,0,40,39,0
19,6,188473,11,4,8,3,4,1,0,0,23,39,0
49,4,132756,11,2,12,2,4,0,0,0,22,39,0
37,4,139327,11,2,1,5,2,0,0,0,40,39,1
59,7,19508,9,3,1,1,4,0,0,0,43,39,0
51,4,217418,9,2,13,0,4,1,0,1894,40,39,1
42,1,72294,0,2,3,0,1,1,0,0,40,40,0
43,1,176675,15,0,13,1,4,1,0,0,40,39,0
65,0,137545,7,2,0,5,2,0,0,0,9,39,1
65,4,126632,11,2,4,0,4,1,0,0,50,39,1
35,4,144360,9,4,13,1,4,1,0,0,40,39,0
28,4,188983,8,4,10,1,4,1,0,0,37,39,0
46,4,336919,11,2,7,0,4,1,3422,0,40,39,0
35,6,345316,9,3,10,2,4,0,0,0,36,0,0
63,4,216448,15,2,7,0,4,1,0,0,40,39,1
64,4,256687,11,2,10,0,4,1,0,0,45,39,0
18,4,143241,11,4,4,3,4,1,0,0,40,39,0
48,1,178311,12,2,10,0,4,1,0,0,40,39,0
41,4,190111,9,2,12,0,4,1,0,1874,40,39,1
56,7,51936,11,2,4,0,4,1,0,0,40,39,0
28,4,36672,8,0,1,4,4,0,0,0,40,33,0
30,4,88767,9,4,12,4,4,1,0,0,22,39,0
18,4,273525,15,4,8,3,4,1,0,0,28,39,0
47,5,128875,15,2,4,0,4,1,0,0,45,39,0
38,4,200293,11,4,1,4,4,0,0,0,40,39,0
47,4,203234,9,2,4,0,4,1,0,0,40,39,1
40,4,201986,4,0,7,4,4,0,0,0,50,26,0
55,4,109723,12,2,10,0,4,1,0,1890,50,39,1
22,4,243270,0,4,6,3,4,1,0,0,40,39,0
27,4,342009,15,4,3,3,4,1,0,0,40,39,0
28,2,215846,12,2,10,0,4,1,0,0,20,39,0
29,4,220654,1,2,3,0,4,1,0,0,40,26,0
72,6,126770,11,2,6,0,4,1,3500,0,60,39,0
47,4,209920,11,2,6,0,4,1,0,0,41,39,0
26,5,159116,15,4,13,1,2,1,0,0,37,39,0
41,4,139014,11,4,3,1,4,1,0,0,50,39,0
33,4,395485,11,0,13,1,4,1,0,0,35,39,0
30,4,140894,15,4,12,1,4,0,0,0,37,39,0
69,4,167343,15,2,10,0,4,1,3585,0,45,39,0
50,2,259910,15,2,3,0,4,1,0,0,40,39,0
29,4,279101,11,4,3,3,4,1,0,0,40,39,0
46,4,151541,12,2,4,0,4,1,0,0,50,39,1
44,4,128169,4,3,3,2,4,0,0,0,40,26,0
25,4,289503,12,2,4,0,4,1,0,0,40,19,0
43,6,178172,11,3,14,1,4,1,0,0,60,39,0
37,4,13189,15,2,1,0,4,1,0,0,16,39,0
18,4,229057,15,4,8,3,4,0,0,0,34,39,0
38,1,167438,9,2,10,0,1,1,0,1929,39,0,1
44,4,116881,8,2,3,0,4,1,0,0,45,39,1
55,4,165681,15,2,7,0,4,1,0,0,40,39,0
46,4,82250,9,4,4,1,4,0,0,0,40,39,0
27,4,388269,15,2,12,0,4,1,0,0,47,39,0
61,4,108998,11,0,4,1,4,1,0,0,40,39,0
34,4,218902,0,2,14,0,4,1,0,0,11,39,0
46,4,253261,15,2,1,0,4,1,7597,0,50,39,1
51,6,398604,2,2,12,0,4,1,0,1693,52,39,0
19,4,187997,0,4,8,3,4,1,0,0,35,39,0
45,5,99745,11,2,5,0,4,1,0,0,50,39,1
49,6,209187,15,2,8,0,4,1,0,0,29,11,0
40,4,174038,11,2,7,0,4,1,0,0,40,39,1
57,4,377215,15,2,7,0,3,1,0,1859,40,39,1
33,4,147309,11,2,14,0,4,1,0,0,50,39,0
56,4,88929,12,2,10,0,4,1,0,0,40,39,1
36,4,109867,11,5,7,4,4,0,3501,0,21,39,0
58,4,148929,11,0,4,1,4,0,0,0,42,39,0
57,1,299194,9,2,1,5,1,0,0,0,40,39,1
41,4,306768,7,4,4,1,4,1,0,0,50,39,1
38,4,134676,0,2,3,0,4,1,0,0,51,39,0
25,4,174529,11,4,8,3,4,0,0,0,40,39,0
56,6,115184,15,2,1,5,4,0,0,0,31,39,0
31,4,160397,11,4,3,1,2,1,0,0,40,39,0
50,4,212375,8,2,4,0,4,1,0,0,45,39,1
47,7,138818,15,2,10,0,4,1,7576,0,49,39,0
46,4,194158,9,0,13,1,4,1,0,0,50,39,0
44,4,301284,11,2,4,5,4,0,0,0,89,39,0
40,4,150866,11,4,12,2,4,0,0,0,42,39,0
23,4,42463,15,2,8,5,4,0,0,0,20,39,0
35,4,482663,11,2,12,0,1,1,0,0,40,35,0
35,4,195149,15,2,12,0,4,1,0,0,40,39,0
44,4,356615,11,2,3,0,4,1,0,0,50,39,1
59,4,250453,11,2,3,0,4,1,0,0,40,39,1
25,4,359585,9,4,4,1,4,0,0,0,60,39,0
40,4,151561,7,2,3,0,1,1,0,0,40,30,1
44,4,135932,11,2,12,0,4,1,0,0,50,39,0
71,0,24561,5,6,0,1,4,0,0,0,6,39,0
61,6,112691,14,2,10,0,4,1,7564,0,11,39,1
29,4,200388,15,2,13,5,4,0,0,0,40,0,0
41,4,214607,6,5,4,2,4,0,0,0,40,13,0
65,4,91295,11,2,10,0,4,1,0,0,40,39,1
56,4,132931,8,2,13,0,4,1,0,0,40,39,0
48,4,285915,11,2,7,0,4,1,0,0,40,39,0
44,4,116712,0,2,7,0,4,1,0,0,40,39,0
61,5,116279,11,3,12,1,4,1,0,0,42,39,0
25,4,259198,6,4,1,2,2,1,0,0,40,0,0
58,4,160440,9,2,6,0,4,1,0,0,40,22,0
36,4,197178,9,4,7,2,2,1,0,0,97,39,0
51,4,219098,11,2,3,0,4,1,0,0,40,39,1
22,4,44322,9,4,8,3,4,0,0,0,40,39,0
41,6,181990,11,2,14,0,4,1,0,0,85,39,0
47,4,111534,5,2,1,5,4,0,0,0,40,39,0
36,4,152202,9,4,1,1,4,1,0,0,49,39,0
31,4,200189,15,2,4,0,4,1,0,0,40,39,0
60,4,289362,11,2,4,5,4,0,0,0,40,39,1
38,4,551806,15,2,4,0,4,1,0,0,40,39,1
21,4,214109,11,4,6,3,4,1,0,0,60,39,1
51,6,119293,9,2,10,0,4,1,0,0,60,39,1
41,4,167637,1,0,8,4,2,0,0,0,27,39,0
41,4,172826,12,2,3,0,4,1,0,0,40,39,0
64,6,115913,9,3,4,1,4,0,0,2345,40,39,0
18,4,145116,9,4,1,3,4,1,0,0,40,39,0
29,4,333101,11,2,7,0,4,1,0,0,40,39,0
40,4,336615,3,4,7,2,4,0,0,0,40,26,0
51,6,194281,11,2,5,0,4,1,0,0,40,39,0
38,4,187483,11,3,8,3,4,1,0,0,40,0,0
24,1,201413,7,4,12,3,2,0,0,0,75,39,0
54,6,111686,12,2,4,0,4,1,15019,0,97,39,1
48,4,333531,15,3,7,3,4,0,0,0,22,39,0
54,2,294265,15,2,8,5,4,0,0,2339,40,39,0
40,6,99994,15,2,3,0,4,1,0,0,40,39,0
27,4,139913,8,4,12,3,4,0,0,0,28,39,0
44,6,135680,8,2,12,0,4,1,0,0,50,39,1
33,4,227369,11,2,3,0,4,1,0,0,42,39,0
49,4,94326,11,6,10,4,4,0,0,0,40,39,0
45,6,210281,11,2,3,0,4,1,0,0,11,6,0
18,4,313921,11,4,6,3,4,1,0,0,35,39,0
45,6,321063,15,2,8,0,4,1,3604,0,22,39,0
38,4,97859,11,2,3,0,4,1,0,0,45,39,0
17,4,144718,1,4,0,3,4,0,0,0,25,39,0
36,4,259786,15,4,12,3,4,0,0,0,24,39,0
32,4,212413,11,4,7,1,4,1,0,0,40,39,0
29,4,111916,11,2,8,0,4,1,0,0,34,39,0
41,4,351878,7,2,1,0,4,1,0,0,45,39,0
23,0,204509,1,4,0,3,2,0,0,0,11,39,0
31,4,177655,7,4,12,1,4,0,0,0,21,39,0
29,4,235260,3,2,7,0,4,1,0,0,40,26,0
45,5,232217,15,2,3,0,4,1,0,0,40,39,1
35,4,155157,11,2,3,0,4,1,0,0,40,39,0
47,4,141850,0,2,3,0,4,1,0,0,40,39,0
38,4,256252,9,2,12,0,4,1,0,0,40,39,1
34,7,188988,9,2,13,0,4,1,0,0,40,39,1
46,7,159036,14,2,10,0,1,1,0,0,55,19,1
32,4,183955,11,4,6,2,4,1,0,0,40,39,0
53,6,382903,15,2,3,0,4,1,0,0,51,39,0
35,2,121742,9,4,10,1,4,1,0,0,50,11,0
28,2,225836,11,4,12,3,4,1,0,0,40,5,0
46,4,421254,5,2,13,5,0,0,0,0,40,39,0
45,4,134319,15,2,11,0,2,1,0,0,55,39,0
40,1,122321,11,2,4,5,2,0,0,0,40,39,0
26,4,140887,6,4,1,3,4,0,0,0,20,26,0
17,4,388904,15,4,1,3,4,0,0,0,5,2,0
50,4,300279,9,2,12,0,4,1,0,0,60,39,1
54,4,307521,9,2,4,0,4,1,0,0,40,39,1
54,4,85649,11,2,3,0,4,1,3511,0,55,39,0
46,4,435209,15,2,11,0,4,1,0,0,40,22,0
46,4,284144,8,2,5,0,4,1,0,0,44,39,0
69,4,57476,9,2,12,0,4,1,7597,1890,60,39,1
23,4,210806,9,4,1,1,4,0,0,0,40,39,0
17,0,108457,15,4,0,3,4,0,0,0,28,39,0
59,5,236395,15,2,4,0,4,1,7588,2707,40,39,1
35,6,128417,11,2,3,1,4,1,0,0,50,39,0
48,4,198715,11,2,1,0,4,1,0,0,33,11,0
40,4,254703,2,2,10,0,4,1,0,0,45,26,0
57,4,94039,11,2,10,0,4,1,0,0,18,39,0
28,4,245754,5,2,3,0,4,1,0,0,40,26,0
45,4,155701,11,2,7,0,4,1,0,0,40,39,0
63,5,186342,11,2,4,0,4,1,0,0,60,39,1
24,4,221277,9,4,12,1,4,1,0,0,26,0,0
17,0,67588,15,4,0,3,4,1,0,0,40,39,0
40,4,176000,15,0,1,4,4,0,0,0,24,11,0
42,4,203858,12,2,4,0,4,1,0,0,55,39,1
63,4,84206,12,2,10,0,4,1,7593,0,40,39,1
44,7,152844,10,2,4,0,4,1,3562,0,50,39,1
48,4,347355,15,2,7,0,4,1,0,0,40,39,0
38,4,410361,15,2,10,0,4,1,0,0,40,39,1
48,4,369942,11,2,3,0,4,1,0,0,40,39,1
47,4,175777,8,0,7,1,4,0,0,0,40,39,1
61,4,170290,11,4,6,1,4,1,0,0,40,39,0
44,4,545818,11,6,9,1,4,1,0,0,71,39,0
35,4,156777,8,3,8,4,4,0,0,0,40,26,0
36,4,182341,11,4,7,4,4,0,0,0,40,39,0
61,4,35345,11,2,14,0,4,1,7581,0,40,39,1
46,3,24062,12,0,12,1,4,1,0,0,55,39,1
24,4,310335,15,4,13,1,4,0,0,0,40,39,0
59,4,98518,14,4,10,1,4,0,0,0,57,39,0
33,4,46241,15,4,1,3,4,0,3468,0,32,39,0
66,2,161877,11,6,10,1,4,0,0,0,39,39,0
46,4,96487,11,2,7,0,4,1,0,0,40,39,0
74,4,192267,11,6,8,1,4,0,3436,0,21,39,0
17,4,231314,15,4,11,3,4,1,0,0,40,39,0
18,0,230746,15,4,0,3,4,0,0,0,31,39,0
40,4,121274,8,2,14,0,4,1,0,0,40,39,0
64,4,78325,11,2,8,5,4,0,0,0,14,39,0
41,2,86439,11,2,1,0,4,0,7590,0,40,39,1
